_id,SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Data Acquisition Time,Gate-1 Discharge (cusec),Gate-2 Discharge (cusec),Gate-3 Discharge (cusec),Gate-4 Discharge (cusec),Gate-5 Discharge (cusec),Gate-6 Discharge (cusec),Gate-7 Discharge (cusec),Gate-8 Discharge (cusec),Gate-9 Discharge (cusec),Gate-10 Discharge (cusec),Gate-11 Discharge (cusec),Gate-12 Discharge (cusec),Gate-13 Discharge (cusec),Gate-14 Discharge (cusec),Gate-15 Discharge (cusec),Gate-16 Discharge (cusec),Gate-17 Discharge (cusec),Gate-18 Discharge (cusec),Gate-19 Discharge (cusec),Gate-20 Discharge (cusec),Gate-21 Discharge (cusec),Gate-22 Discharge (cusec),Gate-23 Discharge (cusec),Gate-24 Discharge (cusec),Gate-25 Discharge (cusec),Gate-26 Discharge (cusec),Gate-27 Discharge (cusec),Gate-28 Discharge (cusec),Gate-29 Discharge (cusec),Gate-30 Discharge (cusec),Gate-31 Discharge (cusec),Gate-32 Discharge (cusec),Gate-33 Discharge (cusec),Gate-34 Discharge (cusec),Gate-35 Discharge (cusec),Gate-36 Discharge (cusec),Gate-37 Discharge (cusec),Gate-38 Discharge (cusec),Gate-39 Discharge (cusec),Gate-40 Discharge (cusec),Gate-41 Discharge (cusec),Gate-42 Discharge (cusec),Gate-43 Discharge (cusec),Gate-44 Discharge (cusec),Gate-45 Discharge (cusec),Gate-46 Discharge (cusec),Gate-47 Discharge (cusec),Gate-48 Discharge (cusec),Gate-49 Discharge (cusec),Gate-50 Discharge (cusec)
976,976,Flood Flow Canal Head Regulator,Telangana SW,36,Telangana,516,NIZAMABAD,-,-,-,-,-,-,-,-,-,18.91368898,78.34351872,10-08-2026 09:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
977,977,Flood Flow Canal Head Regulator,Telangana SW,36,Telangana,516,NIZAMABAD,-,-,-,-,-,-,-,-,-,18.91368898,78.34351872,10-08-2026 10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
978,978,Flood Flow Canal Head Regulator,Telangana SW,36,Telangana,516,NIZAMABAD,-,-,-,-,-,-,-,-,-,18.91368898,78.34351872,10-08-2026 11:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
979,979,Flood Flow Canal Head Regulator,Telangana SW,36,Telangana,516,NIZAMABAD,-,-,-,-,-,-,-,-,-,18.91368898,78.34351872,10-08-2026 13:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
980,980,Flood Flow Canal Head Regulator,Telangana SW,36,Telangana,516,NIZAMABAD,-,-,-,-,-,-,-,-,-,18.91368898,78.34351872,10-08-2026 14:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
981,981,Flood Flow Canal Head Regulator,Telangana SW,36,Telangana,516,NIZAMABAD,-,-,-,-,-,-,-,-,-,18.91368898,78.34351872,10-08-2026 15:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
982,982,Flood Flow Canal Head Regulator,Telangana SW,36,Telangana,516,NIZAMABAD,-,-,-,-,-,-,-,-,-,18.91368898,78.34351872,10-08-2026 16:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
983,983,Flood Flow Canal Head Regulator,Telangana SW,36,Telangana,516,NIZAMABAD,-,-,-,-,-,-,-,-,-,18.91368898,78.34351872,10-08-2026 17:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
984,984,Flood Flow Canal Head Regulator,Telangana SW,36,Telangana,516,NIZAMABAD,-,-,-,-,-,-,-,-,-,18.91368898,78.34351872,10-08-2026 18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
985,985,Flood Flow Canal Head Regulator,Telangana SW,36,Telangana,516,NIZAMABAD,-,-,-,-,-,-,-,-,-,18.91368898,78.34351872,10-08-2026 19:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
986,986,Flood Flow Canal Head Regulator,Telangana SW,36,Telangana,516,NIZAMABAD,-,-,-,-,-,-,-,-,-,18.91368898,78.34351872,10-08-2026 20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
987,987,Flood Flow Canal Head Regulator,Telangana SW,36,Telangana,516,NIZAMABAD,-,-,-,-,-,-,-,-,-,18.91368898,78.34351872,10-08-2026 21:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
988,988,Flood Flow Canal Head Regulator,Telangana SW,36,Telangana,516,NIZAMABAD,-,-,-,-,-,-,-,-,-,18.91368898,78.34351872,10-08-2026 22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
989,989,Flood Flow Canal Head Regulator,Telangana SW,36,Telangana,516,NIZAMABAD,-,-,-,-,-,-,-,-,-,18.91368898,78.34351872,10-08-2026 23:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
990,990,Flood Flow Canal Head Regulator,Telangana SW,36,Telangana,516,NIZAMABAD,-,-,-,-,-,-,-,-,-,18.91368898,78.34351872,11-08-2026 00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
991,991,Flood Flow Canal Head Regulator,Telangana SW,36,Telangana,516,NIZAMABAD,-,-,-,-,-,-,-,-,-,18.91368898,78.34351872,11-08-2026 01:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
992,992,Flood Flow Canal Head Regulator,Telangana SW,36,Telangana,516,NIZAMABAD,-,-,-,-,-,-,-,-,-,18.91368898,78.34351872,11-08-2026 02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
993,993,Flood Flow Canal Head Regulator,Telangana SW,36,Telangana,516,NIZAMABAD,-,-,-,-,-,-,-,-,-,18.91368898,78.34351872,11-08-2026 03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
994,994,Flood Flow Canal Head Regulator,Telangana SW,36,Telangana,516,NIZAMABAD,-,-,-,-,-,-,-,-,-,18.91368898,78.34351872,11-08-2026 04:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
995,995,Flood Flow Canal Head Regulator,Telangana SW,36,Telangana,516,NIZAMABAD,-,-,-,-,-,-,-,-,-,18.91368898,78.34351872,11-08-2026 05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
996,996,Flood Flow Canal Head Regulator,Telangana SW,36,Telangana,516,NIZAMABAD,-,-,-,-,-,-,-,-,-,18.91368898,78.34351872,11-08-2026 06:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
997,997,Flood Flow Canal Head Regulator,Telangana SW,36,Telangana,516,NIZAMABAD,-,-,-,-,-,-,-,-,-,18.91368898,78.34351872,11-08-2026 07:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
998,998,Flood Flow Canal Head Regulator,Telangana SW,36,Telangana,516,NIZAMABAD,-,-,-,-,-,-,-,-,-,18.91368898,78.34351872,11-08-2026 08:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
999,999,Flood Flow Canal Head Regulator,Telangana SW,36,Telangana,516,NIZAMABAD,-,-,-,-,-,-,-,-,-,18.91368898,78.34351872,11-08-2026 09:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1000,1000,Flood Flow Canal Head Regulator,Telangana SW,36,Telangana,516,NIZAMABAD,-,-,-,-,-,-,-,-,-,18.91368898,78.34351872,11-08-2026 10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1001,1001,Flood Flow Canal Head Regulator,Telangana SW,36,Telangana,516,NIZAMABAD,-,-,-,-,-,-,-,-,-,18.91368898,78.34351872,11-08-2026 11:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1002,1002,Flood Flow Canal Head Regulator,Telangana SW,36,Telangana,516,NIZAMABAD,-,-,-,-,-,-,-,-,-,18.91368898,78.34351872,11-08-2026 12:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1003,1003,Flood Flow Canal Head Regulator,Telangana SW,36,Telangana,516,NIZAMABAD,-,-,-,-,-,-,-,-,-,18.91368898,78.34351872,11-08-2026 13:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1004,1004,Flood Flow Canal Head Regulator,Telangana SW,36,Telangana,516,NIZAMABAD,-,-,-,-,-,-,-,-,-,18.91368898,78.34351872,11-08-2026 14:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1005,1005,Flood Flow Canal Head Regulator,Telangana SW,36,Telangana,516,NIZAMABAD,-,-,-,-,-,-,-,-,-,18.91368898,78.34351872,11-08-2026 15:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1006,1006,Flood Flow Canal Head Regulator,Telangana SW,36,Telangana,516,NIZAMABAD,-,-,-,-,-,-,-,-,-,18.91368898,78.34351872,11-08-2026 16:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1007,1007,Flood Flow Canal Head Regulator,Telangana SW,36,Telangana,516,NIZAMABAD,-,-,-,-,-,-,-,-,-,18.91368898,78.34351872,11-08-2026 17:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1008,1008,Flood Flow Canal Head Regulator,Telangana SW,36,Telangana,516,NIZAMABAD,-,-,-,-,-,-,-,-,-,18.91368898,78.34351872,11-08-2026 18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1009,1009,Flood Flow Canal Head Regulator,Telangana SW,36,Telangana,516,NIZAMABAD,-,-,-,-,-,-,-,-,-,18.91368898,78.34351872,11-08-2026 19:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1010,1010,Flood Flow Canal Head Regulator,Telangana SW,36,Telangana,516,NIZAMABAD,-,-,-,-,-,-,-,-,-,18.91368898,78.34351872,11-08-2026 20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1011,1011,Flood Flow Canal Head Regulator,Telangana SW,36,Telangana,516,NIZAMABAD,-,-,-,-,-,-,-,-,-,18.91368898,78.34351872,11-08-2026 21:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1012,1012,Flood Flow Canal Head Regulator,Telangana SW,36,Telangana,516,NIZAMABAD,-,-,-,-,-,-,-,-,-,18.91368898,78.34351872,11-08-2026 22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1013,1013,Flood Flow Canal Head Regulator,Telangana SW,36,Telangana,516,NIZAMABAD,-,-,-,-,-,-,-,-,-,18.91368898,78.34351872,11-08-2026 23:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1014,1014,Flood Flow Canal Head Regulator,Telangana SW,36,Telangana,516,NIZAMABAD,-,-,-,-,-,-,-,-,-,18.91368898,78.34351872,12-08-2026 00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1015,1015,Flood Flow Canal Head Regulator,Telangana SW,36,Telangana,516,NIZAMABAD,-,-,-,-,-,-,-,-,-,18.91368898,78.34351872,12-08-2026 01:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1016,1016,Flood Flow Canal Head Regulator,Telangana SW,36,Telangana,516,NIZAMABAD,-,-,-,-,-,-,-,-,-,18.91368898,78.34351872,12-08-2026 02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1017,1017,Flood Flow Canal Head Regulator,Telangana SW,36,Telangana,516,NIZAMABAD,-,-,-,-,-,-,-,-,-,18.91368898,78.34351872,12-08-2026 03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1018,1018,Flood Flow Canal Head Regulator,Telangana SW,36,Telangana,516,NIZAMABAD,-,-,-,-,-,-,-,-,-,18.91368898,78.34351872,12-08-2026 04:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1019,1019,Flood Flow Canal Head Regulator,Telangana SW,36,Telangana,516,NIZAMABAD,-,-,-,-,-,-,-,-,-,18.91368898,78.34351872,12-08-2026 05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1020,1020,Flood Flow Canal Head Regulator,Telangana SW,36,Telangana,516,NIZAMABAD,-,-,-,-,-,-,-,-,-,18.91368898,78.34351872,12-08-2026 06:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1021,1021,Flood Flow Canal Head Regulator,Telangana SW,36,Telangana,516,NIZAMABAD,-,-,-,-,-,-,-,-,-,18.91368898,78.34351872,12-08-2026 07:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1022,1022,Flood Flow Canal Head Regulator,Telangana SW,36,Telangana,516,NIZAMABAD,-,-,-,-,-,-,-,-,-,18.91368898,78.34351872,12-08-2026 08:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1023,1023,Flood Flow Canal Head Regulator,Telangana SW,36,Telangana,516,NIZAMABAD,-,-,-,-,-,-,-,-,-,18.91368898,78.34351872,12-08-2026 09:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1024,1024,Flood Flow Canal Head Regulator,Telangana SW,36,Telangana,516,NIZAMABAD,-,-,-,-,-,-,-,-,-,18.91368898,78.34351872,12-08-2026 10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1025,1025,Flood Flow Canal Head Regulator,Telangana SW,36,Telangana,516,NIZAMABAD,-,-,-,-,-,-,-,-,-,18.91368898,78.34351872,12-08-2026 11:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1026,1026,Flood Flow Canal Head Regulator,Telangana SW,36,Telangana,516,NIZAMABAD,-,-,-,-,-,-,-,-,-,18.91368898,78.34351872,12-08-2026 12:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1027,1027,Flood Flow Canal Head Regulator,Telangana SW,36,Telangana,516,NIZAMABAD,-,-,-,-,-,-,-,-,-,18.91368898,78.34351872,12-08-2026 13:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1028,1028,Flood Flow Canal Head Regulator,Telangana SW,36,Telangana,516,NIZAMABAD,-,-,-,-,-,-,-,-,-,18.91368898,78.34351872,12-08-2026 14:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1029,1029,Flood Flow Canal Head Regulator,Telangana SW,36,Telangana,516,NIZAMABAD,-,-,-,-,-,-,-,-,-,18.91368898,78.34351872,12-08-2026 15:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1030,1030,Flood Flow Canal Head Regulator,Telangana SW,36,Telangana,516,NIZAMABAD,-,-,-,-,-,-,-,-,-,18.91368898,78.34351872,12-08-2026 16:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1031,1031,Flood Flow Canal Head Regulator,Telangana SW,36,Telangana,516,NIZAMABAD,-,-,-,-,-,-,-,-,-,18.91368898,78.34351872,12-08-2026 17:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1032,1032,Flood Flow Canal Head Regulator,Telangana SW,36,Telangana,516,NIZAMABAD,-,-,-,-,-,-,-,-,-,18.91368898,78.34351872,12-08-2026 18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1033,1033,Flood Flow Canal Head Regulator,Telangana SW,36,Telangana,516,NIZAMABAD,-,-,-,-,-,-,-,-,-,18.91368898,78.34351872,12-08-2026 19:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1034,1034,Flood Flow Canal Head Regulator,Telangana SW,36,Telangana,516,NIZAMABAD,-,-,-,-,-,-,-,-,-,18.91368898,78.34351872,12-08-2026 20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1035,1035,Flood Flow Canal Head Regulator,Telangana SW,36,Telangana,516,NIZAMABAD,-,-,-,-,-,-,-,-,-,18.91368898,78.34351872,12-08-2026 21:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1036,1036,Flood Flow Canal Head Regulator,Telangana SW,36,Telangana,516,NIZAMABAD,-,-,-,-,-,-,-,-,-,18.91368898,78.34351872,12-08-2026 22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1037,1037,Flood Flow Canal Head Regulator,Telangana SW,36,Telangana,516,NIZAMABAD,-,-,-,-,-,-,-,-,-,18.91368898,78.34351872,12-08-2026 23:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1038,1038,Flood Flow Canal Head Regulator,Telangana SW,36,Telangana,516,NIZAMABAD,-,-,-,-,-,-,-,-,-,18.91368898,78.34351872,13-08-2026 00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1039,1039,Flood Flow Canal Head Regulator,Telangana SW,36,Telangana,516,NIZAMABAD,-,-,-,-,-,-,-,-,-,18.91368898,78.34351872,13-08-2026 01:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1040,1040,Flood Flow Canal Head Regulator,Telangana SW,36,Telangana,516,NIZAMABAD,-,-,-,-,-,-,-,-,-,18.91368898,78.34351872,13-08-2026 02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1041,1041,Flood Flow Canal Head Regulator,Telangana SW,36,Telangana,516,NIZAMABAD,-,-,-,-,-,-,-,-,-,18.91368898,78.34351872,13-08-2026 03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1042,1042,Flood Flow Canal Head Regulator,Telangana SW,36,Telangana,516,NIZAMABAD,-,-,-,-,-,-,-,-,-,18.91368898,78.34351872,13-08-2026 04:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1043,1043,Flood Flow Canal Head Regulator,Telangana SW,36,Telangana,516,NIZAMABAD,-,-,-,-,-,-,-,-,-,18.91368898,78.34351872,13-08-2026 05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1044,1044,Flood Flow Canal Head Regulator,Telangana SW,36,Telangana,516,NIZAMABAD,-,-,-,-,-,-,-,-,-,18.91368898,78.34351872,13-08-2026 06:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1045,1045,Flood Flow Canal Head Regulator,Telangana SW,36,Telangana,516,NIZAMABAD,-,-,-,-,-,-,-,-,-,18.91368898,78.34351872,13-08-2026 07:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1046,1046,Flood Flow Canal Head Regulator,Telangana SW,36,Telangana,516,NIZAMABAD,-,-,-,-,-,-,-,-,-,18.91368898,78.34351872,13-08-2026 08:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1047,1047,Flood Flow Canal Head Regulator,Telangana SW,36,Telangana,516,NIZAMABAD,-,-,-,-,-,-,-,-,-,18.91368898,78.34351872,13-08-2026 09:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1048,1048,Flood Flow Canal Head Regulator,Telangana SW,36,Telangana,516,NIZAMABAD,-,-,-,-,-,-,-,-,-,18.91368898,78.34351872,13-08-2026 10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
